id,text,category,severity,sentiment,qr_type
FB-02203,"Kasir tidak kooperatif saat proses scan QRIS di meja kasir Martabak Bangka 88, pembeli disuruh menunggu lama dan diabaikan pelayanannya.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02204,Saya baru menyadari setelah pembayaran selesai bahwa nama merchant yang muncul pada detail transaksi QRIS tidak sesuai dengan nama toko tempat saya berbelanja di Counter Pulsa Cell.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02205,"Kasir ramah menunjukkan barcode QRIS di meja Kopi Kenangan Senja, nominal pembayaran saya input pas Rp75.000 tanpa biaya admin dan notifikasi uang masuk QRIS langsung berbunyi di soundbox kasir.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02206,Kamera pemindai Livin by Mandiri saya tidak bisa membaca stiker QRIS di Masjid Al-Ikhlas karena stikernya basah dan tintanya luntur menyebar.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02207,"Lokasi toko fisik jelas Warung Nasi Bu Imas di Semarang, tapi saat scan QRIS resmi toko nama tujuan transfer terdaftar atas nama KASIH AMAL PALSU di luar daerah.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02208,"Tadi bayar pakai QRIS statis di kaca kasir Ayam Geprek Juara, nama penerima di layar konfirmasi cocok dengan plang toko dan transaksi QRIS langsung terverifikasi hijau.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02209,Stiker QRIS fisik toko Warung Nasi Bu Imas sudah buram dan terkelupas di sudut bawah sehingga scanner aplikasi selalu gagal deteksi.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02210,Kenapa bayar pakai QRIS di Laundry Kilat 99 ada biaya ekstra? Bukannya merchant dilarang membebankan biaya transaksi kepada pembeli?,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02211,"Kasir nolak melayani pembayaran QRIS karena alasan antrean kasir sedang ramai, maunya hanya uang pas saja.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02212,QRIS fisik di gerobak Soto Ayam Lamongan Cak Har rusak terlipat sehingga aplikasi perbankan menolak memproses gambar barcode tersebut.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02213,Sikap staf kasir di akrilik meja Counter Pulsa Cell sangat tidak sopan dan menolak scan QRIS dengan alasan sinyal toko jelek padahal koneksi internet lancar.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02214,"Kasir ramah menunjukkan barcode QRIS di meja Apotek Sehat Sejahtera, nominal pembayaran saya input pas Rp15.000 tanpa biaya admin dan notifikasi uang masuk QRIS langsung berbunyi di soundbox kasir.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02215,"Susah sekali scan QRIS di stand minuman Minimarket Barokah, stiker barcode kotor terkena minyak gorengan dan debu tebal di meja kasir.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02216,Kasir di gerai Kedai Mie Aceh menahan barang belanjaan dengan sikap mencurigai pembeli secara tidak sopan padahal bukti transaksi sukses sudah saya perlihatkan.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02217,Saya tadi langsung menutup aplikasi setelah klik bayar QRIS di Warung Nasi Bu Imas sehingga tidak sempat membaca pesan notifikasi yang sempat muncul sekilas di layar ponsel saya.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02218,"Uang masuk seketika ke mutasi QRIS toko Martabak Bangka 88, kasir langsung menyatakan transaksi lunas dan saya menerima pesanan saya dengan puas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02219,"Tidak ada stiker palsu di akrilik Laundry Kilat 99, namun nama penerima digital yang tertera di layar ponsel saya beda jauh sama plang toko fisik.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02220,"Saya tadi bayar belanjaan pakai barcode QRIS tapi lupa melihat detail layarnya karena terburu-buru pergi, tolong bantu verifikasi apakah transaksi saya aman.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02221,Akrilik meja tempat barcode QRIS di Es Teh Nusantara banyak goresan lecet parah sampai pola matriks QRIS-nya hilang sebagian.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02222,"Lokasi toko fisik jelas Toko Sembako Berkah di Surabaya, tapi saat scan QRIS resmi toko nama tujuan transfer terdaftar atas nama rekening pribadi AGUS SETIAWAN di luar daerah.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02223,"Ada stiker QRIS ganda mencurigakan di etalase kasir Bengkel Motor Jaya, barcode asli milik kasir ditutup dengan stiker penipu.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02224,Tadi mbak kasir di Masjid Al-Ikhlas sempat mengucapkan sesuatu saat saya sedang memindai barcode QRIS di meja depan tetapi suaranya tidak terdengar jelas sehingga membuat saya bingung mengenai status pembayaran saya.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02225,"Ada tambahan biaya seribu rupiah dari harga aslinya saat transaksi menggunakan QRIS di Sate Madura Cak Sholeh, kasir bilang untuk biaya admin QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02226,"Ada tambahan biaya seribu rupiah dari harga aslinya saat transaksi menggunakan QRIS di Warung Nasi Bu Imas, kasir bilang untuk biaya admin QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02227,Toko fisik Kedai Mie Aceh berada di Bandung tapi merchant NMID QRIS terdaftar atas nama orang lain yaitu PENGUNDIAN RESMI ABAL bukan nama usaha.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02228,Stiker QRIS fisik toko Apotek Sehat Sejahtera sudah buram dan terkelupas di sudut bawah sehingga scanner aplikasi selalu gagal deteksi.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02229,"Stiker QRIS statis di kedai kopi Warung Nasi Bu Imas mengelupas separuh dari akrilik mejanya, pembeli kesulitan saat mau scan.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02230,"Entah kenapa transaksi pembayaran QRIS yang baru saja saya lakukan di RM Padang Murah Surabaya terasa agak aneh dan membingungkan ketika selesai diproses, tolong dicek ya tim LaQris.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02231,"Ada tambahan biaya seribu rupiah dari harga aslinya saat transaksi menggunakan QRIS di Toko Sembako Berkah, kasir bilang untuk biaya admin QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02232,"Waspada modus penempelan stiker palsu di plang kasir Ayam Geprek Juara, kode QR asli toko sudah dilapisi stiker barcode cetakan luar.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02233,"Kasir toko Laundry Kilat 99 enggan melayani scan QRIS dan beralasan kasir lagi malas mengecek HP, pembeli dipaksa bayar cash.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02234,Saya tadi langsung menutup aplikasi setelah klik bayar QRIS di Ayam Geprek Juara sehingga tidak sempat membaca pesan notifikasi yang sempat muncul sekilas di layar ponsel saya.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02235,"Pelayanan kasir di Bakso Pak Kumis sangat mengecewakan, kasir menolak pembayaran QRIS secara sepihak dengan alasan minimal belanja harus Rp30.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02236,Akrilik meja tempat barcode QRIS di Ayam Geprek Juara banyak goresan lecet parah sampai pola matriks QRIS-nya hilang sebagian.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02237,"Tidak ada stiker palsu di akrilik Soto Ayam Lamongan Cak Har, namun nama penerima digital yang tertera di layar ponsel saya beda jauh sama plang toko fisik.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02238,Saya tadi langsung menutup aplikasi setelah klik bayar QRIS di Apotek Sehat Sejahtera sehingga tidak sempat membaca pesan notifikasi yang sempat muncul sekilas di layar ponsel saya.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02239,"Stiker QRIS statis di gerobak jualan Masjid Al-Ikhlas mengelupas separuh dari akrilik mejanya, pembeli kesulitan saat mau scan.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02240,"Tadi bayar pakai QRIS statis di pintu masuk toko Martabak Bangka 88, nama penerima di layar konfirmasi cocok dengan plang toko dan transaksi QRIS langsung terverifikasi hijau.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02241,Merchant RM Padang Murah di Malang menolak menerima transaksi QRIS dari aplikasi dompet digital tertentu secara sepihak tanpa alasan yang jelas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02242,"Barcode QRIS fisik di RM Padang Murah kelihatan nempel stiker baru di atas akrilik meja kasir, modus penipuan tempel stiker barcode.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02243,Tadi waktu saya sedang melakukan proses pembayaran scan QRIS di meja kasir Martabak Bangka 88 rasanya ada sesuatu yang janggal pada tampilan layar aplikasi saya tetapi saya tidak yakin apa yang sebenarnya terjadi.,FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02244,"Cek mutasi setelah transaksi QRIS di RM Padang Murah, nominal pembayaran pas dengan yang saya ketik, tidak ada biaya potongan dan pembayaran QRIS selesai aman sentosa.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02245,"Nominal belanjaan Rp35.000 saya bayar dengan scan barcode QRIS di kasir Es Teh Nusantara, semua detail informasi pembayaran QRIS cocok dan kasir langsung menyerahkan nota lunas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02246,Stiker QRIS fisik di stand minuman Ayam Geprek Juara sudah sobek parah pada bagian pola deteksi sehingga kamera HP tidak bisa scan sama sekali.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02247,"Saya tadi bayar belanjaan pakai barcode QRIS tapi lupa melihat detail layarnya karena terburu-buru pergi, tolong bantu verifikasi apakah transaksi saya aman.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02248,"QRIS fisik di etalase toko Kedai Mie Aceh jelas-jelas ditempeli stiker baru di atas akrilik resmi toko, terindikasi kuat pemalsuan barcode fisik.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02249,"Kasir tidak kooperatif saat proses scan QRIS di meja kasir Sate Madura Cak Sholeh, pembeli disuruh menunggu lama dan diabaikan pelayanannya.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02250,"Plang fisik warung bertuliskan Masjid Al-Ikhlas, tapi saat scan barcode QRIS di kasir nama penerima yang muncul justru PT Bodong / rekening pribadi AGUS SETIAWAN.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02251,"Kasir toko Toko Sembako Berkah enggan melayani scan QRIS dan beralasan kasir lagi malas mengecek HP, pembeli dipaksa bayar cash.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02252,Penjual di Sate Madura Cak Sholeh meminta saya melebihkan uang saat input nominal QRIS dengan alasan biaya administrasi jika bayar nontunai.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02253,"Pelayanan kasir sangat buruk, malah memarahi pelanggan yang tidak membawa uang tunai saat mau bayar lewat QRIS.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02254,"Waspada modus penempelan stiker palsu di booth bazar Masjid Al-Ikhlas, kode QR asli toko sudah dilapisi stiker barcode cetakan luar.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02255,"Cek mutasi setelah transaksi QRIS di Ayam Geprek Juara, nominal pembayaran pas dengan yang saya ketik, tidak ada biaya potongan dan pembayaran QRIS selesai aman sentosa.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02256,"Jangan scan QRIS di warung makan Toko Sembako Berkah, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02257,"Tidak ada stiker palsu di akrilik Bengkel Motor Jaya, namun nama penerima digital yang tertera di layar ponsel saya beda jauh sama plang toko fisik.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02258,"Kasir nolak melayani pembayaran QRIS karena alasan antrean kasir sedang ramai, maunya hanya uang pas saja.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02259,QRIS fisik di gerobak Ayam Geprek Juara rusak terlipat sehingga aplikasi perbankan menolak memproses gambar barcode tersebut.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02260,"Tidak ada masalah sama sekali saat transaksi QRIS di Sate Madura Cak Sholeh, barcode bersih terlindung akrilik, pembayaran lancar dan bukti bayar resmi QRIS langsung keluar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02261,"Kayaknya tadi ada satu hal yang tidak biasa saat saya hendak membayar belanjaan menggunakan QRIS di Es Teh Nusantara, namun saya tidak begitu memperhatikan secara detail sehingga saya ragu.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02262,"Stiker QRIS di Ayam Geprek Juara Makassar ini palsu bro, ada stiker tipis yang sengaja dipasang menutupi barcode resmi kasir toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02263,Saya batalkan bayar QRIS di Masjid Al-Ikhlas karena nama rekening tujuan pada QRIS resminya mencurigakan atas nama rekening pribadi rekening pribadi BAMBANG HERMANTO.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02264,Toko Bakso Pak Kumis di Malang mengenakan biaya charge tambahan sebesar Rp2.000 khusus untuk setiap transaksi yang menggunakan QRIS statis.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02265,"Barcode QRIS fisik di Minimarket Barokah kelihatan nempel stiker baru di atas akrilik meja kasir, modus penipuan tempel stiker barcode.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02266,"Entah kenapa transaksi pembayaran QRIS yang baru saja saya lakukan di Counter Pulsa Cell Bandung terasa agak aneh dan membingungkan ketika selesai diproses, tolong dicek ya tim LaQris.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02267,"QRIS fisik di booth bazar Martabak Bangka 88 jelas-jelas ditempeli stiker baru di atas akrilik resmi toko, terindikasi kuat pemalsuan barcode fisik.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02268,QRIS toko RM Padang Murah dicurigai disalahgunakan karena nama penerima pembayaran pada aplikasi perbankan saya adalah CV MAJU FIKTIF.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02269,QRIS fisik di gerobak Kedai Mie Aceh rusak terlipat sehingga aplikasi perbankan menolak memproses gambar barcode tersebut.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02270,"Saya bayar pakai QRIS barusan di minimarket Martabak Bangka 88 tapi kok perasaan saya kurang enak ya, apakah transaksi QRIS saya tadi sudah benar-benar sah?",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02271,Akrilik meja tempat barcode QRIS di Martabak Bangka 88 banyak goresan lecet parah sampai pola matriks QRIS-nya hilang sebagian.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02272,"Lokasi toko fisik jelas RM Padang Murah di Semarang, tapi saat scan QRIS resmi toko nama tujuan transfer terdaftar atas nama rekening pribadi BAMBANG HERMANTO di luar daerah.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02273,"Kayaknya tadi ada satu hal yang tidak biasa saat saya hendak membayar belanjaan menggunakan QRIS di Masjid Al-Ikhlas, namun saya tidak begitu memperhatikan secara detail sehingga saya ragu.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02274,"Tolong dicek min, stiker QR code di akrilik meja Bengkel Motor Jaya ada dua lapisan bertumpuk di mana barcode atas adalah stiker palsu.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02275,"Cek mutasi setelah transaksi QRIS di Bakso Pak Kumis, nominal pembayaran pas dengan yang saya ketik, tidak ada biaya potongan dan pembayaran QRIS selesai aman sentosa.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02276,"Barcode QRIS statis di kasir Es Teh Nusantara kusam dan pudar terkena terik matahari, autofocus kamera aplikasi wondr by BNI gagal memindai.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02277,"Barcode QRIS fisik di Minimarket Barokah kelihatan nempel stiker baru di atas akrilik meja kasir, modus penipuan tempel stiker barcode.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02278,"Susah sekali scan QRIS di meja kasir Minimarket Barokah, stiker barcode kotor terkena minyak gorengan dan debu tebal di meja kasir.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02279,Identitas merchant QRIS tidak cocok antara banner fisik toko Bakso Pak Kumis dengan nama digital NMID saat konfirmasi bayar di HP.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02280,"Barcode QRIS statis di kasir Counter Pulsa Cell kusam dan pudar terkena terik matahari, autofocus kamera aplikasi DANA gagal memindai.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02281,"Ada tambahan biaya seribu rupiah dari harga aslinya saat transaksi menggunakan QRIS di Masjid Al-Ikhlas, kasir bilang untuk biaya admin QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02282,Kasir menolak mentransaksikan harga normal jika bayar lewat QRIS dan mewajibkan pembeli menambah nominal biaya ekstra seribu rupiah.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02283,"Kasir ramah menunjukkan barcode QRIS di meja Martabak Bangka 88, nominal pembayaran saya input pas Rp35.000 tanpa biaya admin dan notifikasi uang masuk QRIS langsung berbunyi di soundbox kasir.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02284,"Pelayanan kasir di Apotek Sehat Sejahtera sangat mengecewakan, kasir menolak pembayaran QRIS secara sepihak dengan alasan minimal belanja harus Rp30.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02285,"Kena pungutan liar surcharge Rp2.000 saat transaksi QRIS di gerobak jualan Kedai Mie Aceh, mohon ditertibkan merchant nakal ini.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02286,Akrilik meja tempat barcode QRIS di Kedai Mie Aceh banyak goresan lecet parah sampai pola matriks QRIS-nya hilang sebagian.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02287,"Kasir toko Bengkel Motor Jaya enggan melayani scan QRIS dan beralasan kasir lagi malas mengecek HP, pembeli dipaksa bayar cash.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02288,"Kasir tidak kooperatif saat proses scan QRIS di meja kasir Laundry Kilat 99, pembeli disuruh menunggu lama dan diabaikan pelayanannya.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02289,"Pas saya raba akrilik barcode di counter pembayaran Bengkel Motor Jaya, permukaannya terasa ada stiker tempelan baru yang sengaja menutupi QR code resmi toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02290,"Transaksi QRIS berhasil diproses seketika di Laundry Kilat 99, kasir mengecek terminal soundbox QRIS dan nominal uang masuk cocok dengan pesanan tanpa kendala.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02291,QRIS fisik di gerobak Minimarket Barokah rusak terlipat sehingga aplikasi perbankan menolak memproses gambar barcode tersebut.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02292,QRIS fisik di gerobak Kedai Mie Aceh rusak terlipat sehingga aplikasi perbankan menolak memproses gambar barcode tersebut.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02293,"QRIS fisik di stiker dinding Ayam Geprek Juara jelas-jelas ditempeli stiker baru di atas akrilik resmi toko, terindikasi kuat pemalsuan barcode fisik.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02294,"Saya tadi bayar belanjaan pakai barcode QRIS tapi lupa melihat detail layarnya karena terburu-buru pergi, tolong bantu verifikasi apakah transaksi saya aman.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02295,"Pas saya raba akrilik barcode di meja kasir Kedai Mie Aceh, permukaannya terasa ada stiker tempelan baru yang sengaja menutupi QR code resmi toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02296,"Kasir tidak kooperatif saat proses scan QRIS di meja kasir Kedai Mie Aceh, pembeli disuruh menunggu lama dan diabaikan pelayanannya.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02297,Stiker QRIS fisik di stiker dinding Barbershop Bro & Co sudah sobek parah pada bagian pola deteksi sehingga kamera HP tidak bisa scan sama sekali.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02298,"QRIS fisik di tent card meja Masjid Al-Ikhlas jelas-jelas ditempeli stiker baru di atas akrilik resmi toko, terindikasi kuat pemalsuan barcode fisik.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL,NEGATIVE,STATIC
FB-02299,"Plang fisik warung bertuliskan Kopi Kenangan Senja, tapi saat scan barcode QRIS di kasir nama penerima yang muncul justru PT Bodong / rekening pribadi AGUS SETIAWAN.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02300,"Tidak ada stiker palsu di akrilik Apotek Sehat Sejahtera, namun nama penerima digital yang tertera di layar ponsel saya beda jauh sama plang toko fisik.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02301,Saya batalkan bayar QRIS di Laundry Kilat 99 karena nama rekening tujuan pada QRIS resminya mencurigakan atas nama rekening pribadi RUDI HARTONO REK.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02302,"Kayaknya tadi ada satu hal yang tidak biasa saat saya hendak membayar belanjaan menggunakan QRIS di Bakso Pak Kumis, namun saya tidak begitu memperhatikan secara detail sehingga saya ragu.",FEEDBACK_AMBIGU,MEDIUM,NEUTRAL,STATIC
FB-02303,"Pungutan biaya tambahan tidak resmi oleh kasir Sate Madura Cak Sholeh saat transaksi QRIS manual, ada mark up harga dari struk belanja.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02304,"Proses pembayaran QRIS statis berlangsung sangat cepat tanpa kendala apapun di meja kasir RM Padang Murah, struk dan bukti transfer digital QRIS tersimpan rapi di aplikasi ShopeePay.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02305,QRIS toko Ayam Geprek Juara dicurigai disalahgunakan karena nama penerima pembayaran pada aplikasi perbankan saya adalah DEWI SARTIKA PRIVATE.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02306,"Tidak ada masalah sama sekali saat transaksi QRIS di Laundry Kilat 99, barcode bersih terlindung akrilik, pembayaran lancar dan bukti bayar resmi QRIS langsung keluar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
FB-02307,"Pelayanan kasir di Es Teh Nusantara sangat mengecewakan, kasir menolak pembayaran QRIS secara sepihak dengan alasan minimal belanja harus Rp30.000.",KUALITAS_LAYANAN_MERCHANT,MEDIUM,NEGATIVE,STATIC
FB-02308,Akrilik meja tempat barcode QRIS di Toko Sembako Berkah banyak goresan lecet parah sampai pola matriks QRIS-nya hilang sebagian.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02309,Total belanja 45 ribu tapi pas discan kasir Es Teh Nusantara menyuruh saya mengetik 47 ribu di HP buat biaya charge admin QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH,NEGATIVE,STATIC
FB-02310,Saya baru menyadari setelah pembayaran selesai bahwa nama merchant yang muncul pada detail transaksi QRIS tidak sesuai dengan nama toko tempat saya berbelanja di Masjid Al-Ikhlas.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02311,"Resolusi cetakan stiker QRIS di kasir Masjid Al-Ikhlas pecah dan buram, scanner HP tidak mampu mengunci titik fokus kode QR.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM,NEGATIVE,STATIC
FB-02312,"Plang fisik warung bertuliskan Martabak Bangka 88, tapi saat scan barcode QRIS di kasir nama penerima yang muncul justru PT Bodong / GOPAY TOPUP PENIPU.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02313,Apakah akun QRIS di Kedai Mie Aceh ini resmi? Barcode tokonya bersih tapi nama penerima saat discan pakai DANA bukan nama toko pemiliknya.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH,NEGATIVE,STATIC
FB-02314,"Tadi bayar pakai QRIS statis di meja kasir Kopi Kenangan Senja, nama penerima di layar konfirmasi cocok dengan plang toko dan transaksi QRIS langsung terverifikasi hijau.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW,POSITIVE,STATIC
