text,category,severity
"Ada stiker QRIS ganda mencurigakan di etalase kasir Counter Pulsa Cell, barcode asli milik kasir ditutup dengan stiker penipu.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Stiker barcode QRIS di meja kasir Apotek Sehat Sejahtera tampak asli dan bersih, tetapi saat saya scan nama merchant di aplikasi LinkAja muncul nama perorangan KASIH AMAL PALSU.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Sebelum menekan tombol konfirmasi pembayaran QRIS di barbershop, saya memeriksa nama penerima di layar aplikasi. Hasil pengecekan menunjukkan nama penerima sama sekali tidak sesuai dengan nama tempat usaha yang saya datangi, dan transaksi berhasil diproses.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir di Bengkel Motor Jaya Semarang menolak pembayaran QRIS saya dengan alasan sinyal toko sedang gangguan dan memaksa harus bayar uang tunai pas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Pungutan liar di kasir Laundry Kilat 99, harga belanja 35.000 dinaikkan jadi lebih mahal kalau bayar pakai scan barcode QRIS.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Saya curiga barcode QRIS di kasir Es Teh Nusantara adalah tempelan palsu karena stiker aslinya tertutup stiker baru yang miring.,PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
Nama merchant yang muncul di aplikasi setelah scan QRIS benar-benar sesuai dengan nama tempat usaha yang saya datangi.,QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Di Warung Nasi Bu Imas Bekasi, stiker QRIS resmi di meja kasir ditutup stiker barcode lain oleh pihak tidak bertanggung jawab.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
Di Sate Madura Cak Sholeh kasirnya judes banget dan pasang muka masam saat saya bilang mau bayar pakai QRIS di meja kasir.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
Kasir memarahi saya dan menuntut cas tambahan fee admin Rp 1.500 jika ingin melunasi tagihan 50.000 lewat scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Akrilik stand QRIS di Apotek Sehat Sejahtera pecah dan buram terkena debu tebal bertahun-tahun, kasir harus mencetak ulang kode barcode yang jelas.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Semua berjalan sempurna saat bayar QRIS di Toko Sembako Berkah, akrilik barcode mulus, tidak ada kejanggalan, kasir melayani dengan sangat baik.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Saya dipaksa bayar fee admin tambahan Rp 1.500 oleh kasir Warung Nasi Bu Imas khusus untuk pembayaran scan QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Barcode QRIS fisik di meja kasir Warung Nasi Bu Imas tergores benda tajam sangat parah, kamera HP berkali-kali mencoba selalu gagal baca kodenya.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Kasir Laundry Kilat 99 berkata kasar saat saya menunjukkan bukti berhasil bayar QRIS dan menuduh saya belum bayar sebelum ia melihat HP-nya.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
Kasir RM Padang Murah berkata kasar saat saya menunjukkan bukti berhasil bayar QRIS dan menuduh saya belum bayar sebelum ia melihat HP-nya.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Toko Warung Nasi Bu Imas menempel plang 'QRIS Rusak' padahal kasirnya malas mengecek saldo masuk, pelayanan kasirnya sangat buruk.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saya mau bayar 35.000 pakai QRIS di Ayam Geprek Juara tapi kasir bilang QRIS hanya untuk belanja di atas Rp 30.000, sangat mengecewakan.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saat melakukan transaksi QRIS di meja kasir toko alat tulis, saya teliti melihat nama penerima transfer pada e-wallet. Ternyata nama merchant tersebut sesuai dengan nama usaha yang tertera di kasir.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Kasir di Kedai Mie Aceh Yogyakarta memaksa saya membayar biaya tambahan surcharge Rp 1.000 saat saya bayar tagihan 10.000 pakai QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Sangat puas bayar non-tunai di Apotek Sehat Sejahtera, scan barcode QRIS langsung terbaca dalam 1 detik via OVO tanpa kendala dan tanpa biaya tambahan.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Kasir di RM Padang Murah Semarang mengenakan biaya tambahan surcharge Rp 1.000 saat saya bayar tagihan 75.000 pakai QRIS, padahal BI melarang surcharge!",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Kasir Laundry Kilat 99 berkata kasar saat saya menunjukkan bukti berhasil bayar QRIS dan menuduh saya belum bayar sebelum ia melihat HP-nya.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saya barusan menyelesaikan transaksi pembayaran menggunakan QRIS di toko Sate Madura Cak Sholeh, namun entah kenapa perasaan saya kurang tenang dan agak ragu apakah proses pembayarannya tadi sudah benar-benar selesai sesuai ketentuan sistem atau belum.",FEEDBACK_AMBIGU,MEDIUM
"Ada stiker QRIS ganda mencurigakan di etalase kasir Toko Sembako Berkah, barcode asli milik kasir ditutup dengan stiker penipu.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Waspada modus penempelan stiker palsu di meja kasir Ayam Geprek Juara, kode QR asli toko sudah dilapisi stiker barcode cetakan luar.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
Permukaan stiker QRIS di etalase toko Kopi Kenangan Senja kotor kena tumpahan minyak dan noda hitam tebal sampai tidak bisa dipindai sama sekali.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Akrilik QRIS di pintu masuk toko Ayam Geprek Juara pecah dan retak melintang tepat di atas QR code, membuat aplikasi e-wallet tidak bisa membaca barcode.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Akrilik QRIS di meja makan Kedai Mie Aceh pecah dan retak melintang tepat di atas QR code, membuat aplikasi e-wallet tidak bisa membaca barcode.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Kasir Apotek Sehat Sejahtera berkata kasar saat saya menunjukkan bukti berhasil bayar QRIS dan menuduh saya belum bayar sebelum ia melihat HP-nya.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Jangan scan QRIS di meja kasir Sate Madura Cak Sholeh, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Jangan scan QRIS di booth bazar Soto Ayam Lamongan Cak Har, itu barcode QRIS palsu sengaja ditimpa stiker penipu untuk mengalihkan transaksi pelanggan!",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
Kasir Laundry Kilat 99 menyembunyikan plang barcode QRIS di bawah meja dan enggan melayani pelanggan yang ingin membayar non-tunai.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Semua berjalan sempurna saat bayar QRIS di Soto Ayam Lamongan Cak Har, akrilik barcode mulus, tidak ada kejanggalan, kasir melayani dengan sangat baik.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Tidak ada tanda stiker palsu di kedai kopi Warung Nasi Bu Imas, tapi detail merchant yang muncul di ShopeePay mencurigakan karena mengarah ke GOPAY TOPUP PENIPU.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Demi keamanan sebelum bayar QRIS, saya memastikan identitas penerima terlebih dahulu. Nama yang terdaftar pada sistem sama persis dengan nama toko tempat saya berbelanja.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Toko Counter Pulsa Cell menempel plang 'QRIS Rusak' padahal kasirnya malas mengecek saldo masuk, pelayanan kasirnya sangat buruk.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saat melakukan transaksi QRIS di meja kasir kedai kopi, saya teliti melihat nama penerima transfer pada e-wallet. Ternyata nama merchant tersebut valid dan konsisten dengan identitas resmi merchant.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Nominal belanja sudah pas dan saya cek nama merchant di aplikasi pembayaran. Nama penerima bukan milik toko ini melainkan atas nama perseorangan, dan pembayaran selesai lancar.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Awas ada stiker QRIS siluman di tent card meja Kopi Kenangan Senja, stikernya dobel bertumpuk dan sangat mencurigakan.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Proses pembayarannya sebenarnya terlihat sudah selesai di layar ponsel saya, cuma saya merasa agak bingung saja dengan alur tampilan konfirmasi yang muncul di toko Bakso Pak Kumis dan tidak yakin apakah perlu konfirmasi tambahan.",FEEDBACK_AMBIGU,MEDIUM
Toko Es Teh Nusantara melanggar aturan Bank Indonesia karena menarik biaya tambahan 2% saat saya membayar via QRIS di meja kasir.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Pas saya raba akrilik barcode di stand minuman Apotek Sehat Sejahtera, permukaannya terasa ada stiker tempelan baru yang sengaja menutupi QR code resmi toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
Permukaan stiker QRIS di etalase toko Es Teh Nusantara kotor kena tumpahan minyak dan noda hitam tebal sampai tidak bisa dipindai sama sekali.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Barcode QRIS fisik di stiker dinding Martabak Bangka 88 mulus tanpa tempelan ganda, tapi tujuan transfer di BRImo bukan ke rekening resmi toko melainkan rekening DANA 0812988xxx.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Stiker QRIS di Es Teh Nusantara Yogyakarta ini palsu bro, ada stiker tipis yang sengaja dipasang menutupi barcode resmi kasir toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Ada stiker QRIS ganda mencurigakan di etalase kasir Laundry Kilat 99, barcode asli milik kasir ditutup dengan stiker penipu.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Saat melakukan transaksi QRIS di meja kasir counter pulsa, saya teliti melihat nama penerima transfer pada e-wallet. Ternyata nama merchant tersebut sama persis dengan nama toko tempat saya berbelanja.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Tadi saya bayar pakai QRIS di Apotek Sehat Medika. Pembayaran sukses, lalu saat mengecek rincian transaksi di aplikasi, nama merchant yang tercantum tidak sesuai dengan nama usaha yang tertera di kasir.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir di Laundry Kilat 99 Makassar menolak pembayaran QRIS saya dengan alasan sinyal toko sedang gangguan dan memaksa harus bayar uang tunai pas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saya mau bayar 25.000 pakai QRIS di Kedai Mie Aceh tapi kasir bilang QRIS hanya untuk belanja di atas Rp 30.000, sangat mengecewakan.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Di kasir RM Padang Murah Medan ada tulisan bayar QRIS kena biaya tambahan Rp 1.000 per transaksi, kasirnya bilang itu fee admin dari toko.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Di Masjid Al-Ikhlas kasirnya terang-terangan minta uang tambahan Rp 1.500 dengan alasan biaya potong saldo QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Sebelum menekan tombol konfirmasi pembayaran QRIS di kedai kopi, saya memeriksa nama penerima di layar aplikasi. Hasil pengecekan menunjukkan nama penerima justru tidak cocok dan memunculkan nama pribadi asing, dan transaksi berhasil diproses.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Saya cek teliti akrilik QRIS di Kedai Mie Aceh semuanya bersih, cuma nama merchant yang tertera di aplikasi e-wallet beda dengan nama toko tempat saya beli.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Nama merchant yang muncul di aplikasi setelah scan QRIS malah mengarah ke rekening pribadi orang lain yang tidak dikenal.,KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Pelayanan di Martabak Bangka 88 jempolan, pembayaran non-tunai QRIS nominal 150.000 berhasil diproses tanpa masalah apapun.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Kasir di Soto Ayam Lamongan Cak Har Surabaya memaksa saya membayar biaya tambahan surcharge Rp 1.000 saat saya bayar tagihan 50.000 pakai QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Toko Soto Ayam Lamongan Cak Har menempel plang 'QRIS Rusak' padahal kasirnya malas mengecek saldo masuk, pelayanan kasirnya sangat buruk.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Barcode QRIS di Warung Nasi Bu Imas sangat jelas dan terang, transaksi berhasil seketika lewat BRImo, merchant terpercaya bintang lima.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Kasir di Barbershop Bro & Co Tangerang menolak pembayaran QRIS saya dengan alasan sinyal toko sedang gangguan dan memaksa harus bayar uang tunai pas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Pelayanan di Bakso Pak Kumis sangat mengecewakan, kasirnya marah-marah saat disuruh cek notifikasi pembayaran QRIS yang sudah sukses di HP saya.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Kasir di Fashion Style Boutique mengarahkan untuk scan barcode QRIS. Saya mencocokkan nama usaha pada aplikasi pembayaran dengan nama toko, dan hasilnya tidak konsisten dan mengindikasikan rekening pihak ketiga yang mencurigakan.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Saya mau bayar 75.000 pakai QRIS di Kopi Kenangan Senja tapi kasir bilang QRIS hanya untuk belanja di atas Rp 30.000, sangat mengecewakan.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Saat transaksi di Warung Nasi Bu Imas, fisik barcode terlihat resmi, tapi nama merchant penerima dana di m-banking berbeda dari nama toko aslinya.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Demi keamanan sebelum bayar QRIS, saya memastikan identitas penerima terlebih dahulu. Nama yang terdaftar pada sistem sama sekali tidak sesuai dengan nama tempat usaha yang saya datangi.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Akrilik QRIS di kaca kasir Bakso Pak Kumis pecah dan retak melintang tepat di atas QR code, membuat aplikasi e-wallet tidak bisa membaca barcode.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Stiker barcode QRIS di meja kasir Masjid Al-Ikhlas sudah sobek parah di bagian tengah sampai kode matriksnya hilang dan gagal discan kamera ponsel.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Barcode QRIS fisik di tent card meja Soto Ayam Lamongan Cak Har mulus tanpa tempelan ganda, tapi tujuan transfer di wondr by BNI bukan ke rekening resmi toko melainkan rekening DANA 0812988xxx.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Transaksi QRIS di Counter Pulsa Cell Medan sangat cepat dan lancar, kasir ramah, barcode di akrilik bersih mulus, dan nominal 35.000 terdebet pas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Kasir di Kedai Mie Aceh memungut biaya surcharge Rp 1.000 tanpa persetujuan untuk setiap pembayaran QR code.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Pas saya raba akrilik barcode di tent card meja Masjid Al-Ikhlas, permukaannya terasa ada stiker tempelan baru yang sengaja menutupi QR code resmi toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Sangat puas bayar non-tunai di Apotek Sehat Sejahtera, scan barcode QRIS langsung terbaca dalam 1 detik via DANA tanpa kendala dan tanpa biaya tambahan.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Saat melakukan transaksi QRIS di meja kasir kedai bakso, saya teliti melihat nama penerima transfer pada e-wallet. Ternyata nama merchant tersebut justru tidak cocok dan memunculkan nama pribadi asing.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Entah kenapa transaksi pembayaran yang baru saja saya lakukan di Bengkel Motor Jaya Tangerang terasa agak aneh dan membingungkan ketika selesai diproses, sehingga saya merasa ragu dan ingin meminta tolong pihak tim LaQris untuk membantu memeriksa status akun saya.",FEEDBACK_AMBIGU,MEDIUM
"Saat melakukan transaksi QRIS di meja kasir warung makan, saya teliti melihat nama penerima transfer pada e-wallet. Ternyata nama merchant tersebut justru tertera nama merchant lain yang sama sekali berbeda.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Barcode QRIS fisik di Es Teh Nusantara kelihatan nempel stiker baru di atas akrilik meja kasir, modus penipuan tempel stiker barcode.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
Stiker barcode QRIS di meja kasir Ayam Geprek Juara sudah sobek parah di bagian tengah sampai kode matriksnya hilang dan gagal discan kamera ponsel.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Stiker QRIS di Kedai Mie Aceh Semarang ini palsu bro, ada stiker tipis yang sengaja dipasang menutupi barcode resmi kasir toko.",PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Kasir di Minimarket Barokah mengarahkan untuk scan barcode QRIS. Saya mencocokkan nama usaha pada aplikasi pembayaran dengan nama toko, dan hasilnya tidak sesuai dengan nama usaha yang tertera di kasir.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir memarahi saya dan menuntut cas tambahan fee admin Rp 1.500 jika ingin melunasi tagihan 50.000 lewat scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Semua berjalan sempurna saat bayar QRIS di Kedai Mie Aceh, akrilik barcode mulus, tidak ada kejanggalan, kasir melayani dengan sangat baik.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Tidak ada tanda stiker palsu di kotak amal masjid Ayam Geprek Juara, tapi detail merchant yang muncul di GoPay mencurigakan karena mengarah ke rekening pribadi HENDRA.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Barcode QRIS fisik di tent card meja Barbershop Bro & Co mulus tanpa tempelan ganda, tapi tujuan transfer di LinkAja bukan ke rekening resmi toko melainkan rekening pribadi HENDRA.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir memarahi saya dan menuntut cas tambahan fee admin Rp 1.500 jika ingin melunasi tagihan 25.000 lewat scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Setelah transaksi QRIS berhasil, saya cek notifikasi dan struk digital di perbankan saya. Nama penerima dana justru tidak cocok dan memunculkan nama pribadi asing.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Di Counter Pulsa Cell kasirnya terang-terangan minta uang tambahan Rp 1.500 dengan alasan biaya potong saldo QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"QRIS fisik di etalase toko Sate Madura Cak Sholeh dalam kondisi baik, namun ada perbedaan nama penerima di mana sistem menampilkan rekening pribadi HENDRA bukannya nama toko resmi.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Scan QRIS di Toko Sembako Berkah selalu error 'QR Code Tidak Terbaca' karena fisik stiker di meja kasir sudah kusut dan berkerut parah.,KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Saya dipaksa bayar fee admin tambahan Rp 1.500 oleh kasir Laundry Kilat 99 khusus untuk pembayaran scan QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Saya tadi langsung menutup aplikasi perbankan saya setelah klik konfirmasi bayar di Bengkel Motor Jaya sehingga tidak sempat membaca pesan notifikasi yang sempat muncul sekilas di layar ponsel saya, apakah transaksi tersebut sudah beres?",FEEDBACK_AMBIGU,MEDIUM
"Mau tanya dong, Kurang paham sama sistemnya.",FEEDBACK_AMBIGU,MEDIUM
Kasir di RM Padang Murah Bekasi memaksa saya membayar biaya tambahan surcharge Rp 1.000 saat saya bayar tagihan 25.000 pakai QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Tadi saya bayar pakai QRIS di Boba Fresh Delight. Pembayaran sukses, lalu saat mengecek rincian transaksi di aplikasi, nama merchant yang tercantum malah mengarah ke rekening pribadi orang lain yang tidak dikenal.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Akrilik stand QRIS di Ayam Geprek Juara pecah dan buram terkena debu tebal bertahun-tahun, kasir harus mencetak ulang kode barcode yang jelas.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
Kasir di Toko Sembako Berkah memungut biaya surcharge Rp 1.000 tanpa persetujuan untuk setiap pembayaran QR code.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Saya mau komplain soal pelayanan tadi siang. bingung banget.,FEEDBACK_AMBIGU,MEDIUM
Kasir Laundry Kilat 99 berkata kasar saat saya menunjukkan bukti berhasil bayar QRIS dan menuduh saya belum bayar sebelum ia melihat HP-nya.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Toko Minimarket Barokah menempel plang 'QRIS Rusak' padahal kasirnya malas mengecek saldo masuk, pelayanan kasirnya sangat buruk.",KUALITAS_LAYANAN_MERCHANT,MEDIUM
Toko Es Teh Nusantara melanggar aturan Bank Indonesia karena menarik biaya tambahan 2% saat saya membayar via QRIS di meja kasir.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Pelayanan kasir di Martabak Bangka 88 arogan sekali dan memaksa pembeli nambah uang tunai Rp 2.000 dengan alasan biaya potong saldo QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Tadi saya bayar pakai QRIS di Ganteng Barbershop. Pembayaran sukses, lalu saat mengecek rincian transaksi di aplikasi, nama merchant yang tercantum sesuai dengan nama usaha yang tertera di kasir.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Saya tadi langsung menutup aplikasi perbankan saya setelah klik konfirmasi bayar di Toko Sembako Berkah sehingga tidak sempat membaca pesan notifikasi yang sempat muncul sekilas di layar ponsel saya, apakah transaksi tersebut sudah beres?",FEEDBACK_AMBIGU,MEDIUM
Kurang paham sama sistemnya.,FEEDBACK_AMBIGU,MEDIUM
"Pengalaman pembayaran QRIS di tent card meja Kopi Kenangan Senja luar biasa aman dan nyaman, struk langsung tercetak dan nominal pembayaran tepat 10.000.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Nama merchant yang muncul di aplikasi setelah scan QRIS sama persis dengan nama toko tempat saya berbelanja.,QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Min, Kurang paham sama sistemnya. gimana ya?",FEEDBACK_AMBIGU,MEDIUM
Kasir di Minimarket Barokah bersikeras meminta uang cas Rp 2.000 tambahan sambil melayani dengan ketus saat saya scan barcode QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Tolong dicek ya min. ada tanggapan?,FEEDBACK_AMBIGU,MEDIUM
"Nominal belanja sudah pas dan saya cek nama merchant di aplikasi pembayaran. Nama penerima malah mengarah ke rekening pribadi orang lain yang tidak dikenal, dan pembayaran selesai lancar.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir di kasir Toko Sembako Berkah sangat lambat dan tidak paham cara konfirmasi transaksi QRIS sampai saya harus menunggu 15 menit di antrean.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Lapor min, Gimana ini solusinya kok begini? tolong ditanggapi.",FEEDBACK_AMBIGU,MEDIUM
"Akrilik stand QRIS di Es Teh Nusantara pecah dan buram terkena debu tebal bertahun-tahun, kasir harus mencetak ulang kode barcode yang jelas.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Nominal belanja sudah pas dan saya cek nama merchant di aplikasi pembayaran. Nama penerima valid dan konsisten dengan identitas resmi merchant, dan pembayaran selesai lancar.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Transaksi QRIS di Bengkel Motor Jaya Malang sangat cepat dan lancar, kasir ramah, barcode di akrilik bersih mulus, dan nominal 15.000 terdebet pas.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
"Stiker QR code di kasir Es Teh Nusantara burem banget dan buram terkena goresan, tolong segera kirimkan cetakan akrilik QRIS baru.",KONDISI_FISIK_QRIS_RUSAK,MEDIUM
"Mau tanya dong, Mengecewakan sekali tadi. bingung banget.",FEEDBACK_AMBIGU,MEDIUM
Saya curiga barcode QRIS di kasir Soto Ayam Lamongan Cak Har adalah tempelan palsu karena stiker aslinya tertutup stiker baru yang miring.,PENIPUAN_STIKER_QRIS_PALSU,CRITICAL
"Demi keamanan sebelum bayar QRIS, saya memastikan identitas penerima terlebih dahulu. Nama yang terdaftar pada sistem malah mengarah ke rekening pribadi orang lain yang tidak dikenal.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
"Saat transaksi di Martabak Bangka 88, fisik barcode terlihat resmi, tapi nama merchant penerima dana di m-banking berbeda dari nama toko aslinya.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Saya keberatan karena belanja di Apotek Sehat Sejahtera kena cas tambahan Rp 1.000 gara-gara bayar pakai QRIS bukannya uang tunai.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Kasir di Kopi Kenangan Senja Jakarta memaksa saya membayar biaya tambahan surcharge Rp 1.000 saat saya bayar tagihan 35.000 pakai QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Barcode QRIS di meja kasir Sate Madura Cak Sholeh tidak ada manipulasi stiker, tapi saya ragu bayar karena nama toko di aplikasi LinkAja menunjukkan nama orang lain.",KETIDAKSESUAIAN_IDENTITAS_MERCHANT,HIGH
Kasir di Warung Nasi Bu Imas Semarang menolak pembayaran QRIS saya dengan alasan sinyal toko sedang gangguan dan memaksa harus bayar uang tunai pas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Semua berjalan sempurna saat bayar QRIS di Counter Pulsa Cell, akrilik barcode mulus, tidak ada kejanggalan, kasir melayani dengan sangat baik.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Di Es Teh Nusantara kasirnya terang-terangan minta uang tambahan Rp 1.500 dengan alasan biaya potong saldo QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Di Apotek Sehat Sejahtera kasirnya judes banget dan pasang muka masam saat saya bilang mau bayar pakai QRIS di meja kasir.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
"Di kasir Soto Ayam Lamongan Cak Har Bandung ada tulisan bayar QRIS kena biaya tambahan Rp 1.000 per transaksi, kasirnya bilang itu fee admin dari toko.",PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
Kasir di Laundry Kilat 99 Tangerang menolak pembayaran QRIS saya dengan alasan sinyal toko sedang gangguan dan memaksa harus bayar uang tunai pas.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
Di Barbershop Bro & Co kasirnya terang-terangan minta uang tambahan Rp 1.500 dengan alasan biaya potong saldo QRIS.,PUNGUTAN_BIAYA_TAMBAHAN_SURCHARGE,HIGH
"Mohon bantuan informasi min terkait transaksi terakhir saya di Kedai Mie Aceh, tadi koneksi internet ponsel saya sempat tersendat saat menekan tombol bayar sehingga saya ragu statusnya meskipun tidak ada pesan kesalahan yang muncul.",FEEDBACK_AMBIGU,MEDIUM
"Demi keamanan sebelum bayar QRIS, saya memastikan identitas penerima terlebih dahulu. Nama yang terdaftar pada sistem memang resmi atas nama gerai tersebut.",QRIS_NORMAL_MERCHANT_TERPERCAYA,LOW
Di Apotek Sehat Sejahtera kasirnya judes banget dan pasang muka masam saat saya bilang mau bayar pakai QRIS di meja kasir.,KUALITAS_LAYANAN_MERCHANT,MEDIUM
